length,entropy,special_char_ratio,b64_keyword,eval_cnt,exec_cnt,system_cnt,shell_exec_cnt,passthru_cnt,assert_cnt,user_input,hex_enc,chr_ord,long_b64,is_b64_logic,socket_cnt,fsockopen_cnt,curl_cnt,fopen_cnt,file_get_contents_cnt,brackets,pipe,semicolon,upper_ratio,avg_line_len,max_word_len,has_multi,has_filen,has_conte,label
3705,4.827914394710771,0.4529014844804318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,22,0.10823211875843455,43.588235294117645,34,0,0,0,0
2799,4.594519237658972,0.3679885673454805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,9,0.04001429081814934,34.55555555555556,24,0,0,0,0
2977,4.586468528445491,0.4339939536446087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40,6,21,0.04064494457507558,23.2578125,20,0,0,0,0
3712,4.746765922313344,0.4291487068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,24,0.04741379310344827,25.424657534246574,24,0,0,0,0
3829,4.760123736238736,0.41890833115696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,25,0.04126403760773048,26.776223776223777,25,0,0,0,0
13703,4.632766119220587,0.5395168941107786,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,5,115,0.06378165365248485,39.71884057971015,34,0,0,0,0
1175,4.7391095326954416,0.3293617021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0.06297872340425532,30.92105263157895,17,0,0,0,0
3256,4.590876258138154,0.39373464373464373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,15,0.0386977886977887,29.871559633027523,24,0,0,0,0
4305,4.680344523855885,0.4492450638792102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,34,0.03670150987224158,25.02906976744186,22,0,0,0,0
3099,4.422523070382246,0.4940303323652791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,24,0.030332365279122298,19.012269938650306,17,0,0,0,0
2472,4.489911129637972,0.465210355987055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,17,0.023462783171521034,19.46456692913386,18,0,0,0,0
7646,4.553636647138201,0.5413287993722208,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,160,33,67,0.02668061731624379,31.33606557377049,30,0,0,0,0
1714,4.559393901308645,0.455659276546091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,12,0.037922987164527425,19.044444444444444,19,0,0,0,0
2144,4.440863139887622,0.47761194029850745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,16,0.02845149253731343,18.80701754385965,17,0,0,0,0
32142,4.356453953597026,0.5334764482608425,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,480,57,282,0.011293634496919919,26.389162561576356,29,0,0,0,0
355,5.068480058118581,0.23943661971830985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0.11549295774647887,17.75,19,0,0,0,0
19376,4.3842709896620535,0.5234310487200661,1,0,3,0,0,0,2,0,6,0,0,0,5,9,60,0,2,345,17,163,0.04170107349298101,43.54157303370786,29,0,0,0,0
8512,4.339368204737556,0.5257283834586466,0,0,0,2,0,0,0,0,8,3,0,0,0,0,0,0,0,108,0,66,0.026785714285714284,27.369774919614148,19,0,0,0,0
607,4.982563495107697,0.3393739703459638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.09555189456342669,20.93103448275862,17,0,0,0,0
333,5.024201378378821,0.24324324324324326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0.12612612612612611,16.65,18,0,0,0,0
2267,4.782283464883126,0.43670048522276134,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,35,0,16,0.04764005293339215,29.064102564102566,24,0,0,0,0
15209,4.56770968956364,0.5100927082648432,0,0,0,1,0,0,1,0,33,0,0,0,0,0,0,0,0,222,10,157,0.050101913340785065,29.02480916030534,21,0,0,0,0
4447,4.645083942731819,0.4292781650550933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,2,43,0.049921295255228246,27.282208588957054,24,0,0,0,0
2175,4.726502804722407,0.3724137931034483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,19,0.03264367816091954,23.641304347826086,31,0,0,0,0
2071,4.7114041895399525,0.41574118783196523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,21,0.0226943505552873,20.91919191919192,31,0,0,0,0
6941,4.479409131996806,0.3515343610430774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,1,13,0.03472122172597608,40.354651162790695,31,0,0,0,0
34805,4.268852802778645,0.5493176267777619,0,0,0,0,0,0,2,0,7,5,1,0,0,0,0,0,0,626,112,291,0.014337020543025427,31.931192660550458,62,0,0,0,0
131619,4.42592403454417,0.5299082959147235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795,94,790,0.06840957612502754,55.60583016476553,32,0,0,0,0
16699,4.584844396741568,0.5142822923528355,0,0,0,0,0,0,7,0,0,1,0,0,0,6,7,0,0,372,38,143,0.03862506736930355,34.86221294363257,26,0,0,0,0
69795,4.523033837089097,0.5367863027437495,3,1,0,0,0,0,0,0,575,12,1,0,0,0,10,0,0,735,43,505,0.04342717959739236,31.242166517457477,43,0,0,0,0
7378,4.493172760147003,0.5258877744646245,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,133,11,53,0.029953917050691243,32.791111111111114,19,0,0,0,0
25508,4.3443036218078745,0.62921436412106,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,333,17,129,0.037596048298573,26.405797101449274,23,0,0,0,0
34868,4.821017122078786,0.5339279568658942,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,1,0,774,26,492,0.07465297694160836,51.57988165680474,30,0,0,0,0
1794,4.560681982636473,0.4492753623188406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,12,0.03511705685618729,19.933333333333334,17,0,0,0,0
7896,4.587370712523947,0.4654255319148936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115,1,44,0.04002026342451875,30.486486486486488,24,0,0,0,0
447,4.943556974598606,0.3221476510067114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0.08277404921700224,18.625,17,0,0,0,0
2369,4.6473974014370905,0.44744617982271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,18,0.054875474883917266,20.42241379310345,21,0,0,0,0
30351,4.528804496698812,0.5082204869691279,2,0,0,0,0,0,1,0,9,0,1,0,0,7,9,0,0,526,65,206,0.03818655069025732,36.47956730769231,25,0,0,0,0
128050,4.795177863950394,0.4572901210464662,2,0,1,2,0,0,1,0,59,0,1,0,0,14,24,0,2,2696,128,724,0.058641155798516205,36.94460473167917,36,0,0,0,0
23738,5.017180026571924,0.4436768051225883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,33,142,0.09832336338360435,46.2729044834308,28,0,0,0,0
7744,4.568094329821024,0.5023243801652892,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,116,3,89,0.08367768595041322,25.06148867313916,32,0,0,0,0
11958,4.498507509988745,0.4815186486034454,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,211,4,85,0.023415286837263755,24.964509394572026,20,0,0,0,0
16049,4.298264193184643,0.5581033086173594,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,363,10,175,0.01819428001744657,35.74387527839644,23,0,0,0,0
5203,4.332672569096833,0.5337305400730348,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,2,0,107,2,41,0.019219680953296174,31.920245398773005,22,0,0,0,0
8345,4.110252428140092,0.6216896345116837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224,4,91,0.012462552426602757,33.5140562248996,25,0,0,0,0
2203,4.568872354530795,0.4330458465728552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,15,0.024965955515206535,33.89230769230769,22,0,0,0,0
6806,4.161002861229863,0.5675874228621804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,56,0.011607405230678812,28.008230452674898,23,0,0,0,0
5528,4.527058982974476,0.5075976845151954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,47,0.014833574529667149,26.705314009661837,25,0,0,0,0
241,4.640995171452285,0.2946058091286307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.06224066390041494,20.083333333333332,14,0,0,0,0
24369,4.55442628545413,0.4051458820632771,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,220,12,66,0.02203619352455989,39.62439024390244,32,0,0,0,0
11793,4.754222110241015,0.3936233358772153,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,10,37,0.02569320783515645,35.62839879154078,30,0,0,0,0
7496,4.896696076576116,0.36459445037353255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,30,0.025613660618996798,29.167315175097276,33,0,0,0,0
5900,4.85507217232062,0.37186440677966104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,21,0.01966101694915254,27.1889400921659,30,0,0,0,0
23101,4.811636252191195,0.3817583654387256,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,30,75,0.019609540712523268,33.92217327459618,35,0,0,0,0
7983,4.6562006673971,0.48427909307277966,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,27,0.010647626205687086,30.35361216730038,35,0,0,0,0
36966,5.091351486454008,0.42998972028350374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,24,226,0.016745117134664287,26.366619115549216,34,0,0,0,0
17885,4.459556339038273,0.49242381884260555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1,0.0,21.522262334536702,20,0,0,0,0
17621,4.435789941269049,0.4960558424607003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1,0.0,21.204572803850784,20,0,0,0,0
6313,4.465089172152257,0.49200063361317914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,0.0,22.386524822695037,20,0,0,0,0
6225,4.444290721107599,0.49542168674698794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,0.0,22.074468085106382,20,0,0,0,0
12181,4.64345280435659,0.5118627370495034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,313,10,137,0.022904523438141366,30.150990099009903,36,0,0,0,0
19298,4.931705766796319,0.3828894185926003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,14,100,0.02305938439216499,30.342767295597483,37,0,0,0,0
7526,4.6338960426154205,0.37629550890247143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,13,0.015413234121711401,40.03191489361702,41,0,0,0,0
1523,4.865130847917895,0.3328956007879186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0.017071569271175313,31.729166666666668,49,0,0,0,0
2833,5.0558375964428715,0.37910342393222735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,17,0.02647370278856336,28.616161616161616,41,0,0,0,0
2087,4.966895912074665,0.366554863440345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,12,0.01629132726401533,29.3943661971831,41,0,0,0,0
3139,5.070601010989859,0.3762344695762982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6,25,0.023574386747371775,26.158333333333335,41,0,0,0,0
28858,5.0150432516152526,0.360419987525123,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,568,13,180,0.020306327534825697,33.36184971098266,48,0,0,0,0
15221,4.9629899812535525,0.34807174298666316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,267,6,99,0.02049799618947507,32.593147751606,44,0,0,0,0
972,5.164406341716094,0.45267489711934156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0.012345679012345678,40.5,13,0,0,0,0
1987,5.206997498819263,0.39708102667337697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,7,0.009562154001006542,62.09375,17,0,0,0,0
1053,5.185868260372906,0.47863247863247865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0.011396011396011397,37.607142857142854,10,0,0,0,0
2004,5.124302665906029,0.4615768463073852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0.0074850299401197605,48.8780487804878,13,0,0,0,0
1176,5.141841509001079,0.43112244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0.012755102040816327,43.55555555555556,17,0,0,0,0
808,5.036157376359136,0.4900990099009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0.01485148514851485,31.076923076923077,10,0,0,0,0
951,5.159798377833276,0.3774973711882229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0.023133543638275498,45.285714285714285,25,0,0,0,0
1708,4.991792944074682,0.3659250585480094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,9,0.018149882903981264,25.87878787878788,29,0,0,0,0
1574,5.003685155591504,0.3786531130876747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,8,0.020330368487928845,23.492537313432837,26,0,0,0,0
1611,4.9138611584824,0.36933581626319056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,11,0.0186219739292365,22.690140845070424,30,0,0,0,0
4145,5.102083839054304,0.3411338962605549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,30,0.015440289505428226,35.73275862068966,43,0,0,0,0
9418,4.981235352387957,0.3338288383945636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,7,58,0.01327245699723933,31.81756756756757,59,0,0,0,0
854,5.056682743122982,0.351288056206089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,5,0.01756440281030445,25.11764705882353,34,0,0,0,0
6248,4.988611823017006,0.3437900128040973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,4,29,0.012483994878361075,35.70285714285714,43,0,0,0,0
5516,4.967922997013606,0.359680928208847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,32,35,0.009064539521392313,38.04137931034483,43,0,0,0,0
1675,4.928522389323635,0.3492537313432836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,9,0.020895522388059702,25.37878787878788,36,0,0,0,0
5313,4.9987852195884335,0.3581780538302277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,4,40,0.014304536043666478,30.88953488372093,43,0,0,0,0
2731,5.23186141965526,0.2683998535335042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0.16038081288905162,44.77049180327869,41,0,0,0,0
8394,5.0011040499743284,0.378365499166071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158,0,37,0.007862759113652609,31.916349809885933,43,0,0,0,0
1745,4.96221946947522,0.3386819484240688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0.020630372492836675,24.23611111111111,36,0,0,0,0
38808,5.026448703390598,0.40009791795506083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,750,46,191,0.010178313749742322,34.993688007213706,45,0,0,0,0
4110,5.005340028260881,0.3956204379562044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,6,34,0.009732360097323601,27.039473684210527,45,0,0,0,0
4553,4.990584338327821,0.3500988359323523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,29,0.020426092686141005,29.758169934640524,33,0,0,0,0
2093,5.018197503476797,0.3616817964644052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,15,0.015766841853798376,24.337209302325583,43,0,0,0,0
2748,4.986779815046813,0.3475254730713246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,18,0.013464337700145561,30.533333333333335,43,0,0,0,0
27698,5.088025020106249,0.3360531446313813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496,55,168,0.012058632392230486,39.68194842406877,43,0,0,0,0
1011,4.809238674765251,0.3353115727002967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,5,0.01582591493570722,27.324324324324323,43,0,0,0,0
62276,4.948137440593106,0.3776575245680519,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1046,53,381,0.019975592523604598,34.94725028058362,67,0,0,0,0
15289,4.901712862745712,0.3382170187716659,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,196,5,68,0.01746353587546602,35.8056206088993,49,0,0,0,0
114231,4.921884245866548,0.36758848298622965,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,88,570,0.014995929301152927,37.354807063440155,61,0,0,0,0
2411,5.0446595906814204,0.3695562007465782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,23,0.014516798009124844,31.723684210526315,34,0,0,0,0
1147,5.001604465010292,0.36268526591107236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0.017436791630340016,24.934782608695652,33,0,0,0,0
4415,5.156254805972579,0.3911664779161948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,47,0.023556058890147225,25.228571428571428,41,0,0,0,0
5745,5.046201190904038,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2,41,0.009225413402959095,34.40119760479042,39,0,0,0,0
4186,5.093531504911841,0.34018155757286195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,25,0.033205924510272336,31.71212121212121,45,0,0,0,0
219755,4.176002933232501,0.5313599235512275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1803,0,1,0.015285203977156379,26.64989085617269,38,0,0,0,0
1752,5.014720793314121,0.3955479452054795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,2,11,0.0228310502283105,21.9,33,0,0,0,0
6075,4.998736142000097,0.3453497942386831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,8,45,0.011522633744855968,31.973684210526315,71,0,0,0,0
4705,5.1845165360927545,0.38703506907545165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,45,0.025929861849096705,30.16025641025641,43,0,0,0,0
2133,5.033443208418815,0.37740271917487106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,16,0.010314111579934365,30.47142857142857,39,0,0,0,0
2459,4.969366428240585,0.370882472549817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,23,0.009353395689304595,28.593023255813954,35,0,0,0,0
1863,5.0346498251392795,0.379495437466452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,12,0.010198604401502952,28.661538461538463,33,0,0,0,0
1713,5.077781016362586,0.37711617046117923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,11,0.013426736719206071,25.954545454545453,37,0,0,0,0
2075,5.023670812623793,0.37301204819277106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,19,0.010120481927710843,23.579545454545453,38,0,0,0,0
4494,4.942975833560341,0.3471295060080107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63,0,32,0.017578994214508235,29.181818181818183,43,0,0,0,0
1924,4.949918591994115,0.33627858627858626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,16,0.012993762993762994,29.6,44,0,0,0,0
1632,4.996460051908876,0.3486519607843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,0.014705882352941176,24.35820895522388,47,0,0,0,0
1790,4.916250116096018,0.31787709497206706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,14,0.009497206703910615,30.862068965517242,48,0,0,0,0
1261,4.975117968883779,0.36161776367961934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,0.010309278350515464,22.517857142857142,39,0,0,0,0
2772,4.986265120407665,0.4087301587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,23,0.011904761904761904,27.176470588235293,34,0,0,0,0
6784,5.009725126757547,0.36645047169811323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,2,38,0.014003537735849057,29.75438596491228,41,0,0,0,0
7140,5.145108315380762,0.4119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,9,72,0.02030812324929972,34.32692307692308,33,0,0,0,0
1879,5.066889313396114,0.3475252794039383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,14,0.026077700904736562,27.63235294117647,33,0,0,0,0
3767,4.93325859805581,0.37005574727900187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,23,0.011149455800371648,26.342657342657343,39,0,0,0,0
6439,5.094841273746403,0.3655847181239323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116,8,43,0.014443236527411089,34.994565217391305,45,0,0,0,0
1301,5.064943582766919,0.361260568793236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,0.02382782475019216,22.82456140350877,33,0,0,0,0
5438,5.05995444310103,0.3571165869805075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,4,37,0.012872379551305628,30.72316384180791,48,0,0,0,0
14530,5.203755859528531,0.34315209910529937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,191,9,84,0.02140399174122505,37.64248704663213,49,0,0,0,0
5111,5.1382169300440586,0.36098610839366074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,47,0.03443553120720016,28.713483146067414,42,0,0,0,0
5528,5.046021357970173,0.38205499276411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,37,0.010492040520984082,32.13953488372093,38,0,0,0,0
8732,5.071592954493619,0.3717361429225836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,59,0.015116811726981219,31.868613138686133,42,0,0,0,0
4011,5.213188891015222,0.37272500623285965,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,78,2,48,0.012964348042882073,25.38607594936709,35,0,0,0,0
1273,5.001094604985017,0.3495679497250589,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,8,0.021209740769835034,23.145454545454545,33,0,0,0,0
1664,5.223575635594486,0.3503605769230769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,10,0.03665865384615385,26.838709677419356,40,0,0,0,0
4383,5.054406672322026,0.36915354779831167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,34,0.01460187086470454,33.20454545454545,33,0,0,0,0
16836,5.090079767809977,0.35697315276787833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,339,11,114,0.015264908529341887,33.01176470588236,53,0,0,0,0
9976,5.139447713834533,0.37359663191659986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,4,82,0.013231756214915798,33.142857142857146,50,0,0,0,0
49550,5.0741113025378555,0.3472855701311806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,31,284,0.016992936427850654,34.45757997218359,61,0,0,0,0
361,4.858862923135696,0.3462603878116344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.019390581717451522,21.235294117647058,34,0,0,0,0
13604,5.123304942352228,0.3612907968244634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,14,100,0.0111731843575419,36.668463611859835,44,0,0,0,0
1788,5.058926852547193,0.3523489932885906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,17,0.036353467561521254,24.493150684931507,33,0,0,0,0
1524,5.027442609711776,0.3484251968503937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0.012467191601049869,28.22222222222222,41,0,0,0,0
1951,5.088247088381047,0.37365453613531524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,13,0.01230138390568939,30.484375,36,0,0,0,0
2734,5.124167838579669,0.39648866130212146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,17,0.010972933430870519,33.34146341463415,33,0,0,0,0
1275,4.992922772939955,0.3458823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0.014901960784313726,25.5,39,0,0,0,0
2805,5.0414233365703325,0.33618538324420677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,19,0.01033868092691622,31.51685393258427,38,0,0,0,0
2237,5.054179597219951,0.3871256146624944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,14,0.011175681716584712,29.43421052631579,38,0,0,0,0
2347,5.083747312695155,0.36514699616531743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,18,0.030251384746484873,26.977011494252874,33,0,0,0,0
3632,5.028689865477613,0.3700440528634361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,0,20,0.009911894273127754,33.018181818181816,33,0,0,0,0
3612,4.99924910983489,0.34828349944629017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,22,0.019933554817275746,34.73076923076923,33,0,0,0,0
9361,5.039033896970214,0.37688281166542037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,4,82,0.014421536160666595,34.67037037037037,57,0,0,0,0
4831,5.035804280816925,0.37673359552887603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,26,0.007244876837093769,34.50714285714286,40,0,0,0,0
5749,5.03749706222485,0.35345277439554706,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,116,0,41,0.013393633675421813,35.26993865030675,44,0,0,0,0
3640,5.025060628528983,0.3873626373626374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,24,0.007417582417582417,27.786259541984734,38,0,0,0,0
6491,5.1143600836364715,0.3836080727160684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2,40,0.01694654136496688,34.89784946236559,39,0,0,0,0
2138,5.093088629076663,0.3872778297474275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,14,0.012628624883068288,28.506666666666668,33,0,0,0,0
1847,5.095979508417211,0.38115863562533836,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,41,0,14,0.017866811044937737,27.984848484848484,36,0,0,0,0
3781,5.108822854577953,0.37952922507273207,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,79,2,33,0.013752975403332451,36.70873786407767,41,0,0,0,0
4770,5.1131826353506655,0.38825995807127883,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,83,4,33,0.016142557651991615,35.59701492537314,44,0,0,0,0
3578,5.095863821672694,0.378703186137507,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,75,2,32,0.011738401341531582,37.270833333333336,45,0,0,0,0
